a_pred,a_true,idx,qa_idx,video_name,question_type,question,answer_list,ans,kl,dataset,category,GT,answer_type,permutated_q,bound
B,B,495_neg,vinoground_videoscore_495_neg,videos/vinoground_videoscore/495.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the boy analyzes the target before he films himself shooting against the target
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.2059824359351019,,,B,,,
B,B,363_neg,vinoground_videoscore_363_neg,videos/vinoground_videoscore/363.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the father and son do a high five before they talk
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.2055541124189345,,,B,,,
A,B,232_neg,vinoground_videoscore_232_neg,videos/vinoground_videoscore/232.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the water pushes the woman upward before the woman was surfing downwards
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.20340733542990444,,,B,,,
A,B,94_pos,vinoground_videoscore_94_pos,videos/vinoground_videoscore/94_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the old chinese man writes calligraphy on a piece of paper before he dips his brush in the ink
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.2028056192630857,,,B,,,
B,A,402_neg,vinoground_videoscore_402_neg,videos/vinoground_videoscore/402_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the bike went from the air to the ground
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.1999748472083418,,,A,,,
B,B,177_neg,vinoground_videoscore_177_neg,videos/vinoground_videoscore/177.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a lady stopped and stared at the baby before she was patting the baby's head
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.19465208137900847,,,B,,,
A,B,354_pos,vinoground_videoscore_354_pos,videos/vinoground_videoscore/354_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the cameraman first aims the camera at himself then turns the angle to his friend
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.19262322063716542,,,B,,,
A,A,169_neg,vinoground_videoscore_169_neg,videos/vinoground_videoscore/169_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: people shove their pieces all inside the table to shuffle them before they were playing mahjong and going through their pieces
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.1917447759855316,,,A,,,
A,A,415_pos,vinoground_videoscore_415_pos,videos/vinoground_videoscore/415.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a girl jumps and sits on a sand castle before she stands up
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.19092707226602032,,,A,,,
A,B,330_pos,vinoground_videoscore_330_pos,videos/vinoground_videoscore/330_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the camera was focused on the people dancing in the square before it pans to the people playing musical instruments on the stage
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.18962553409670752,,,B,,,
A,B,23_pos,vinoground_videoscore_23_pos,videos/vinoground_videoscore/23_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a man was facing the camera before he turned his face away to eat the hotdog
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.18631598010126585,,,B,,,
B,A,146_pos,vinoground_videoscore_146_pos,videos/vinoground_videoscore/146.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the cameraman flys closer by another skydiver from farther away
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.18159005829732777,,,A,,,
A,B,415_neg,vinoground_videoscore_415_neg,videos/vinoground_videoscore/415.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a girl stands up before she jumps and sits on a sand castle
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1794412069116445,,,B,,,
B,B,434_pos,vinoground_videoscore_434_pos,videos/vinoground_videoscore/434_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the bicycle was laying on the ground before it was being picked back up again
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1788056133259746,,,B,,,
A,B,216_neg,vinoground_videoscore_216_neg,videos/vinoground_videoscore/216.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the camera shows the long line they're in before cutting to a woman's face
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.17642467576877457,,,B,,,
A,A,88_neg,vinoground_videoscore_88_neg,videos/vinoground_videoscore/88_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a girl shows the bottom of a shoe before showing it from above
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.17588810966753393,,,A,,,
A,B,61_pos,vinoground_videoscore_61_pos,videos/vinoground_videoscore/61_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the horse rider was standing next to the horse before he was sitting on it
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.17334992567353225,,,B,,,
B,A,106_pos,vinoground_videoscore_106_pos,videos/vinoground_videoscore/106.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a little boy sits on a couch laughing while wiggling around before he temporarily rests and looks at the camera
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.16942286652310012,,,A,,,
A,B,490_neg,vinoground_videoscore_490_neg,videos/vinoground_videoscore/490.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a bag moves on the conveyer belt before an automatic packing machine seals a bag
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1692217146728637,,,B,,,
B,B,289_pos,vinoground_videoscore_289_pos,videos/vinoground_videoscore/289_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: food that was grouped together as one is sliced separated from each other
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.16848523577239444,,,B,,,
A,B,27_pos,vinoground_videoscore_27_pos,videos/vinoground_videoscore/27_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the man moves a fake sword from the outside to inside his mouth
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.16601593152080968,,,B,,,
B,A,497_neg,vinoground_videoscore_497_neg,videos/vinoground_videoscore/497_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a person chases the cattle away before he brings them to the auctioneers
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.16449468437214632,,,A,,,
B,A,462_neg,vinoground_videoscore_462_neg,videos/vinoground_videoscore/462_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: an attendant comes to put a warning cone before a person is left alone trying to get gas
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.16311005849160592,,,A,,,
A,B,173_neg,vinoground_videoscore_173_neg,videos/vinoground_videoscore/173.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a little boy talks before he whistles
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.16216960079198367,,,B,,,
B,B,173_pos,vinoground_videoscore_173_pos,videos/vinoground_videoscore/173_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a little boy whistles before he talks
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.16058913676479236,,,B,,,
A,B,234_pos,vinoground_videoscore_234_pos,videos/vinoground_videoscore/234_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a little girl was laughing hysterically in an airplane before she looked at the camera
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1604610462513008,,,B,,,
A,B,367_pos,vinoground_videoscore_367_pos,videos/vinoground_videoscore/367_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a drummer hits the cymbal once with lots of strength before hitting it quickly multiple times
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.15794779392930358,,,B,,,
A,B,131_neg,vinoground_videoscore_131_neg,videos/vinoground_videoscore/131.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: only the cake was shown before the camera turns its angle to show a man eating the cake
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1571557328936762,,,B,,,
B,B,310_pos,vinoground_videoscore_310_pos,videos/vinoground_videoscore/310_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the camera was zoomed out before it zoomed in onto the person's hands holding the yarn
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.15589812650758417,,,B,,,
B,B,278_neg,vinoground_videoscore_278_neg,videos/vinoground_videoscore/278.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the camera was focused on the man's whole body before it zoomed onto the man's hands holding a bike part
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.155569234459896,,,B,,,
A,B,450_pos,vinoground_videoscore_450_pos,videos/vinoground_videoscore/450_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the person drives in a straight line before he turns
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1551608720040266,,,B,,,
B,B,384_pos,vinoground_videoscore_384_pos,videos/vinoground_videoscore/384_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the waiter fills the glass with wine before he shakes the bottle a bit
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.15501667089060722,,,B,,,
B,B,357_neg,vinoground_videoscore_357_neg,videos/vinoground_videoscore/357.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the woman had to work all alone before a man came to help the woman clear out the trash
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.15225343568133054,,,B,,,
A,B,149_pos,vinoground_videoscore_149_pos,videos/vinoground_videoscore/149_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a person is mopping the floor before he/she extends the mop
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.14941859418405073,,,B,,,
B,B,180_neg,vinoground_videoscore_180_neg,videos/vinoground_videoscore/180.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the girl calmly allows a snake to crawl up her arm before the little girl gave another pair of hands the snake
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.14889464603045863,,,B,,,
A,B,399_neg,vinoground_videoscore_399_neg,videos/vinoground_videoscore/399.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the baby is left alone before someone is tearing pieces of paper to make the baby laugh
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.14764513318585168,,,B,,,
A,A,34_pos,vinoground_videoscore_34_pos,videos/vinoground_videoscore/34.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the cards are shuffled before they are distributed
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.14709631261967523,,,A,,,
B,B,16_neg,vinoground_videoscore_16_neg,videos/vinoground_videoscore/16.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the director lets the two actors hug each other before he talks to them
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.14531948651909088,,,B,,,
B,A,180_pos,vinoground_videoscore_180_pos,videos/vinoground_videoscore/180.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: another pair of hands gave the little girl a snake before the girl calmly allows the snake to crawl up her arm
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.14350951881088708,,,A,,,
B,B,132_pos,vinoground_videoscore_132_pos,videos/vinoground_videoscore/132_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the video shows the endless desert only before a woman riding a camel in blue is shown
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.14203229662375946,,,B,,,
B,A,164_neg,vinoground_videoscore_164_neg,videos/vinoground_videoscore/164_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: string is tied onto the hook before a piece of cloth is attached onto it
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.1408056022079756,,,A,,,
B,A,456_pos,vinoground_videoscore_456_pos,videos/vinoground_videoscore/456.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a woman carefully inserts a leaf into the bouquet of roses in a vase before she reaches out to the desk for another leaf
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.13805098044376474,,,A,,,
B,B,220_neg,vinoground_videoscore_220_neg,videos/vinoground_videoscore/220.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a man bikes from closer to the camera to afar before he turns around
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.13774633136489878,,,B,,,
B,A,406_neg,vinoground_videoscore_406_neg,videos/vinoground_videoscore/406_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the camera fell off her hands before the person holds it
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.13761283065357138,,,A,,,
A,A,167_neg,vinoground_videoscore_167_neg,videos/vinoground_videoscore/167_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a woman has to pick up a fallen piece before she slices a carrot
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.13557770394614602,,,A,,,
A,B,287_neg,vinoground_videoscore_287_neg,videos/vinoground_videoscore/287.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a boy flips a pancake with the pan away from the stove before he was cooking with a pan on a stove
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1353759657424725,,,B,,,
A,B,48_pos,vinoground_videoscore_48_pos,videos/vinoground_videoscore/48_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a team of cheerleaders were supported by their peers to stand on top of their hands up high before being held by the arms lowered almost to the ground
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.13308518918818424,,,B,,,
B,B,454_neg,vinoground_videoscore_454_neg,videos/vinoground_videoscore/454.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the cameraman starts rolling the baby's forehead with a a new foam paint roll before the baby was left alone
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.13113350691203018,,,B,,,
B,A,17_pos,vinoground_videoscore_17_pos,videos/vinoground_videoscore/17.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the food was uncovered before it is covered and flipped over and put on top of the stove
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.12757276652871016,,,A,,,
A,B,249_neg,vinoground_videoscore_249_neg,videos/vinoground_videoscore/249.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the camera cuts to his feet pressing the pedals before the driver pov is shown
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.12374126737161473,,,B,,,
A,B,11_pos,vinoground_videoscore_11_pos,videos/vinoground_videoscore/11_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the man steps on a rod attached to the car before he bends down to adjust the rod
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.12286724787322494,,,B,,,
B,A,162_pos,vinoground_videoscore_162_pos,videos/vinoground_videoscore/162.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the cameraman fly out before they do a handclap with another skydiver
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.12229767636839332,,,A,,,
A,B,79_pos,vinoground_videoscore_79_pos,videos/vinoground_videoscore/79_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a person tries to stick some clay to the bottom of the cup before he carves it
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.12187351800481788,,,B,,,
B,B,162_neg,vinoground_videoscore_162_neg,videos/vinoground_videoscore/162.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the cameraman do a handclap with another skydiver before they fly out
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.12023612033281741,,,B,,,
B,B,483_pos,vinoground_videoscore_483_pos,videos/vinoground_videoscore/483_reverse.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a woman is shown doing hand gestures before a man is shown responding happily
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.1197098151378769,,,B,,,
A,B,175_neg,vinoground_videoscore_175_neg,videos/vinoground_videoscore/175.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the boy on the swing is shown before the boy not on the swing is shown
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.11957164905113432,,,B,,,
A,B,193_neg,vinoground_videoscore_193_neg,videos/vinoground_videoscore/193.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the hand was on the inner wheel before it is not on
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.11753865538660632,,,B,,,
B,A,407_pos,vinoground_videoscore_407_pos,videos/vinoground_videoscore/407.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: the lady rips a page off a magazine before she turns the page
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.1172562476995286,,,A,,,
B,A,386_pos,vinoground_videoscore_386_pos,videos/vinoground_videoscore/386.mp4,vinoground_videoscore,"Which video segment matches this caption? Note: The video contains two segments separated by a 2-second black frame. Caption: a person shows the paint brush to the camera after he brushes it on the side of the paint bucket
A. First segment (before black frame)
B. Second segment (after black frame)
Answer with the option's letter from the given choices directly.","['A', 'B']",A,0.11470545157937942,,,A,,,
C,D,1600,tempcompass_TempCompassMC_00916,videos/tempcompass/1081734740_reverse.mp4,tempcompass,"What change is occurring in the leaf?
A. It is getting smaller
B. It is becoming white
C. It is becoming yellow
D. It is becoming green
Answer with the option's letter from the given choices directly.","['A. It is getting smaller', 'B. It is becoming white', 'C. It is becoming yellow', 'D. It is becoming green']",D,20.63837763293544,,,,,,
B,B,1601,tempcompass_TempCompassCM_00848,videos/tempcompass/1098710341_reverse.mp4,tempcompass,"Which caption matches the video better?
A. The glass is going from empty to full of water.
B. The glass is going from full of water to empty.
Answer with the option's letter from the given choices directly.","['A. The glass is going from empty to full of water.', 'B. The glass is going from full of water to empty.']",B,15.391455414501504,,,,,,
B,B,1602,tempcompass_TempCompassMC_00923,videos/tempcompass/1098710341_reverse.mp4,tempcompass,"What is happening to the glass?
A. It is changing color
B. It is going from full of water to empty
C. It is going from empty to full of water
D. It is transforming into a different shape
Answer with the option's letter from the given choices directly.","['A. It is changing color', 'B. It is going from full of water to empty', 'C. It is going from empty to full of water', 'D. It is transforming into a different shape']",B,14.926479865254759,,,,,,
C,B,1603,tempcompass_TempCompassMC_00915,videos/tempcompass/1081734740_reverse.mp4,tempcompass,"What color is the leaf turning into?
A. White
B. Green
C. Yellow
Answer with the option's letter from the given choices directly.","['A. White', 'B. Green', 'C. Yellow']",B,14.527039504784533,,,,,,
B,B,1604,tempcompass_TempCompassCM_00846,videos/tempcompass/1098710341_reverse.mp4,tempcompass,"Which description is a more suitable match for the video?
A. The glass is going from empty to full of water.
B. The glass is going from full of water to empty.
Answer with the option's letter from the given choices directly.","['A. The glass is going from empty to full of water.', 'B. The glass is going from full of water to empty.']",B,14.282509035125877,,,,,,
B,A,1605,tempcompass_TempCompassCM_00847,videos/tempcompass/1098710341_reverse.mp4,tempcompass,"Which sentence better captures the essence of the video?
A. The glass is going from full of water to empty.
B. The glass is going from empty to full of water.
Answer with the option's letter from the given choices directly.","['A. The glass is going from full of water to empty.', 'B. The glass is going from empty to full of water.']",A,13.187554325410101,,,,,,
A,B,1606,tempcompass_TempCompassCM_00797,videos/tempcompass/1059072773_reverse.mp4,tempcompass,"Which sentence better captures the essence of the video?
A. The ice cream is melting.
B. The ice cream is solidifying.
Answer with the option's letter from the given choices directly.","['A. The ice cream is melting.', 'B. The ice cream is solidifying.']",B,13.151888124626563,,,,,,
D,B,1607,tempcompass_TempCompassMC_00898,videos/tempcompass/1049965795_reverse.mp4,tempcompass,"What alteration takes place in the light bulb?
A. rusting
B. turn off
C. crackling
D. light up
Answer with the option's letter from the given choices directly.","['A. rusting', 'B. turn off', 'C. crackling', 'D. light up']",B,12.556121882332329,,,,,,
B,C,1608,tempcompass_TempCompassMC_00901,videos/tempcompass/1052364490_reverse.mp4,tempcompass,"What alteration is taking place to the digital bar chart?
A. levelling out
B. growing
C. disappearing
Answer with the option's letter from the given choices directly.","['A. levelling out', 'B. growing', 'C. disappearing']",C,12.244326255184639,,,,,,
C,A,1609,tempcompass_TempCompassMC_01123,videos/tempcompass/1082268005_reverse.mp4,tempcompass,"In what way is the planet earth transforming?
A. it is disassembling and disappearing
B. it is dissolving into water
C. it is assembling from toy bricks
Answer with the option's letter from the given choices directly.","['A. it is disassembling and disappearing', 'B. it is dissolving into water', 'C. it is assembling from toy bricks']",A,11.333892921470468,,,,,,
A,B,1610,tempcompass_TempCompassYN_01354,videos/tempcompass/1059072773_reverse.mp4,tempcompass,"Is the ice cream turning into liquid?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",B,10.567848146670908,,,,,,
A,B,1611,tempcompass_TempCompassYN_01455,videos/tempcompass/1062609286_reverse.mp4,tempcompass,"Is the battery charge increase?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",B,10.510617465014345,,,,,,
C,B,1612,tempcompass_TempCompassMC_00889,videos/tempcompass/1094219575_reverse.mp4,tempcompass,"What is the transformation occurring to the flowers?
A. reproducing through seeds
B. changing from withered to full blossom
C. changing from full blossom to withered
D. sprouting new buds
Answer with the option's letter from the given choices directly.","['A. reproducing through seeds', 'B. changing from withered to full blossom', 'C. changing from full blossom to withered', 'D. sprouting new buds']",B,10.436229254100343,,,,,,
B,A,1613,tempcompass_TempCompassYN_01424,videos/tempcompass/1081734740_reverse.mp4,tempcompass,"Is the leaf turning into green color?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",A,10.418461228231873,,,,,,
A,B,1614,tempcompass_TempCompassMC_00943,videos/tempcompass/1099109715_reverse.mp4,tempcompass,"Which is the most accurate statement about the number of fruits and vegetables?
A. It is getting bigger.
B. It is getting smaller.
C. It is changing sporadically.
D. It is remaining constant.
Answer with the option's letter from the given choices directly.","['A. It is getting bigger.', 'B. It is getting smaller.', 'C. It is changing sporadically.', 'D. It is remaining constant.']",B,10.299532286151326,,,,,,
B,D,1615,tempcompass_TempCompassMC_00564,videos/tempcompass/1093719871.mp4,tempcompass,"How are the pink flowers transforming?
A. from small buds to big flowers
B. from full blossom to withered
C. from half-open to closed
D. from withered to full blossom
Answer with the option's letter from the given choices directly.","['A. from small buds to big flowers', 'B. from full blossom to withered', 'C. from half-open to closed', 'D. from withered to full blossom']",D,10.255059050247377,,,,,,
C,A,1616,tempcompass_TempCompassMC_00896,videos/tempcompass/1049965795_reverse.mp4,tempcompass,"What is happening to the light bulb?
A. turning off
B. breaking
C. light up
D. rapidly changing color
Answer with the option's letter from the given choices directly.","['A. turning off', 'B. breaking', 'C. light up', 'D. rapidly changing color']",A,9.523456048830841,,,,,,
A,A,1617,tempcompass_TempCompassYN_01439,videos/tempcompass/1098710341_reverse.mp4,tempcompass,"Is the glass going from full of water to empty?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",A,9.246831494435536,,,,,,
